	sent_index	word_index	word	region	condition
634	17	7	were	vpl	nsg_l1_vpl
635	17	8	upset	continuation	nsg_l1_vpl
636	17	10	.	End	nsg_l1_vpl
637	17	11	<eos>	End	nsg_l1_vpl
638	18	0	It	prefix	nsg_l1_vpl
639	18	1	was	prefix	nsg_l1_vpl
640	18	2	the	prefix	nsg_l1_vpl
641	18	3	teenager	nsg	nsg_l1_vpl
642	18	4	who	who	nsg_l1_vpl
643	18	5	I	level1	nsg_l1_vpl
644	18	6	think	level1	nsg_l1_vpl
645	18	7	were	vpl	nsg_l1_vpl
646	18	8	upset	continuation	nsg_l1_vpl
647	18	10	.	End	nsg_l1_vpl
648	18	11	<eos>	End	nsg_l1_vpl
649	19	0	It	prefix	nsg_l1_vpl
650	19	1	was	prefix	nsg_l1_vpl
651	19	2	the	prefix	nsg_l1_vpl
652	19	3	grandparent	nsg	nsg_l1_vpl
653	19	4	who	who	nsg_l1_vpl
654	19	5	I	level1	nsg_l1_vpl
655	19	6	think	level1	nsg_l1_vpl
656	19	7	were	vpl	nsg_l1_vpl
657	19	8	upset	continuation	nsg_l1_vpl
658	19	10	.	End	nsg_l1_vpl
659	19	11	<eos>	End	nsg_l1_vpl
660	0	0	It	prefix	nsg_l1_vsg
661	0	1	was	prefix	nsg_l1_vsg
662	0	2	the	prefix	nsg_l1_vsg
663	0	3	boy	nsg	nsg_l1_vsg
664	0	4	who	who	nsg_l1_vsg
665	0	5	I	level1	nsg_l1_vsg
666	0	6	think	level1	nsg_l1_vsg
667	0	7	was	vsg	nsg_l1_vsg
668	0	8	lost	continuation	nsg_l1_vsg
669	0	10	.	End	nsg_l1_vsg
670	0	11	<eos>	End	nsg_l1_vsg
671	1	0	It	prefix	nsg_l1_vsg
672	1	1	was	prefix	nsg_l1_vsg
673	1	2	the	prefix	nsg_l1_vsg
674	1	3	girl	nsg	nsg_l1_vsg
675	1	4	who	who	nsg_l1_vsg
676	1	5	I	level1	nsg_l1_vsg
677	1	6	think	level1	nsg_l1_vsg
678	1	7	was	vsg	nsg_l1_vsg
679	1	8	lost	continuation	nsg_l1_vsg
680	1	10	.	End	nsg_l1_vsg
681	1	11	<eos>	End	nsg_l1_vsg
682	2	0	It	prefix	nsg_l1_vsg
683	2	1	was	prefix	nsg_l1_vsg
684	2	2	the	prefix	nsg_l1_vsg
685	2	3	dog	nsg	nsg_l1_vsg
686	2	4	who	who	nsg_l1_vsg
687	2	5	I	level1	nsg_l1_vsg
688	2	6	think	level1	nsg_l1_vsg
689	2	7	was	vsg	nsg_l1_vsg
690	2	8	lost	continuation	nsg_l1_vsg
691	2	10	.	End	nsg_l1_vsg
692	2	11	<eos>	End	nsg_l1_vsg
693	3	0	It	prefix	nsg_l1_vsg
694	3	1	was	prefix	nsg_l1_vsg
695	3	2	the	prefix	nsg_l1_vsg
696	3	3	cat	nsg	nsg_l1_vsg
697	3	4	who	who	nsg_l1_vsg
698	3	5	I	level1	nsg_l1_vsg
699	3	6	think	level1	nsg_l1_vsg
700	3	7	was	vsg	nsg_l1_vsg
701	3	8	lost	continuation	nsg_l1_vsg
702	3	10	.	End	nsg_l1_vsg
703	3	11	<eos>	End	nsg_l1_vsg
704	4	0	It	prefix	nsg_l1_vsg
705	4	1	was	prefix	nsg_l1_vsg
706	4	2	the	prefix	nsg_l1_vsg
707	4	3	man	nsg	nsg_l1_vsg
708	4	4	who	who	nsg_l1_vsg
709	4	5	I	level1	nsg_l1_vsg
710	4	6	think	level1	nsg_l1_vsg
711	4	7	was	vsg	nsg_l1_vsg
712	4	8	lost	continuation	nsg_l1_vsg
713	4	10	.	End	nsg_l1_vsg
714	4	11	<eos>	End	nsg_l1_vsg
715	5	0	It	prefix	nsg_l1_vsg
716	5	1	was	prefix	nsg_l1_vsg
717	5	2	the	prefix	nsg_l1_vsg
718	5	3	woman	nsg	nsg_l1_vsg
719	5	4	who	who	nsg_l1_vsg
720	5	5	I	level1	nsg_l1_vsg
721	5	6	think	level1	nsg_l1_vsg
722	5	7	was	vsg	nsg_l1_vsg
723	5	8	lost	continuation	nsg_l1_vsg
724	5	10	.	End	nsg_l1_vsg
725	5	11	<eos>	End	nsg_l1_vsg
726	6	0	It	prefix	nsg_l1_vsg
727	6	1	was	prefix	nsg_l1_vsg
728	6	2	the	prefix	nsg_l1_vsg
729	6	3	neighbor	nsg	nsg_l1_vsg
730	6	4	who	who	nsg_l1_vsg
731	6	5	I	level1	nsg_l1_vsg
732	6	6	think	level1	nsg_l1_vsg
733	6	7	was	vsg	nsg_l1_vsg
734	6	8	angry	continuation	nsg_l1_vsg
735	6	10	.	End	nsg_l1_vsg
736	6	11	<eos>	End	nsg_l1_vsg
737	7	0	It	prefix	nsg_l1_vsg
738	7	1	was	prefix	nsg_l1_vsg
739	7	2	the	prefix	nsg_l1_vsg
740	7	3	teacher	nsg	nsg_l1_vsg
741	7	4	who	who	nsg_l1_vsg
742	7	5	I	level1	nsg_l1_vsg
743	7	6	think	level1	nsg_l1_vsg
744	7	7	was	vsg	nsg_l1_vsg
745	7	8	sick	continuation	nsg_l1_vsg
746	7	10	.	End	nsg_l1_vsg
747	7	11	<eos>	End	nsg_l1_vsg
748	8	0	It	prefix	nsg_l1_vsg
749	8	1	was	prefix	nsg_l1_vsg
750	8	2	the	prefix	nsg_l1_vsg
751	8	3	lawyer	nsg	nsg_l1_vsg
752	8	4	who	who	nsg_l1_vsg
753	8	5	I	level1	nsg_l1_vsg
754	8	6	think	level1	nsg_l1_vsg
755	8	7	was	vsg	nsg_l1_vsg
756	8	8	upset	continuation	nsg_l1_vsg
757	8	10	.	End	nsg_l1_vsg
758	8	11	<eos>	End	nsg_l1_vsg
759	9	0	It	prefix	nsg_l1_vsg
760	9	1	was	prefix	nsg_l1_vsg
761	9	2	the	prefix	nsg_l1_vsg
762	9	3	reporter	nsg	nsg_l1_vsg
763	9	4	who	who	nsg_l1_vsg
764	9	5	I	level1	nsg_l1_vsg
765	9	6	think	level1	nsg_l1_vsg
766	9	7	was	vsg	nsg_l1_vsg
767	9	8	upset	continuation	nsg_l1_vsg
768	9	10	.	End	nsg_l1_vsg
769	9	11	<eos>	End	nsg_l1_vsg
770	10	0	It	prefix	nsg_l1_vsg
771	10	1	was	prefix	nsg_l1_vsg
772	10	2	the	prefix	nsg_l1_vsg
773	10	3	coach	nsg	nsg_l1_vsg
774	10	4	who	who	nsg_l1_vsg
775	10	5	I	level1	nsg_l1_vsg
776	10	6	think	level1	nsg_l1_vsg
777	10	7	was	vsg	nsg_l1_vsg
778	10	8	upset	continuation	nsg_l1_vsg
779	10	10	.	End	nsg_l1_vsg
780	10	11	<eos>	End	nsg_l1_vsg
781	11	0	It	prefix	nsg_l1_vsg
782	11	1	was	prefix	nsg_l1_vsg
783	11	2	the	prefix	nsg_l1_vsg
784	11	3	customer	nsg	nsg_l1_vsg
785	11	4	who	who	nsg_l1_vsg
786	11	5	I	level1	nsg_l1_vsg
787	11	6	think	level1	nsg_l1_vsg
788	11	7	was	vsg	nsg_l1_vsg
789	11	8	upset	continuation	nsg_l1_vsg
790	11	10	.	End	nsg_l1_vsg
791	11	11	<eos>	End	nsg_l1_vsg
792	12	0	It	prefix	nsg_l1_vsg
793	12	1	was	prefix	nsg_l1_vsg
794	12	2	the	prefix	nsg_l1_vsg
795	12	3	officer	nsg	nsg_l1_vsg
796	12	4	who	who	nsg_l1_vsg
797	12	5	I	level1	nsg_l1_vsg
798	12	6	think	level1	nsg_l1_vsg
799	12	7	was	vsg	nsg_l1_vsg
800	12	8	angry	continuation	nsg_l1_vsg
801	12	10	.	End	nsg_l1_vsg
802	12	11	<eos>	End	nsg_l1_vsg
803	13	0	It	prefix	nsg_l1_vsg
804	13	1	was	prefix	nsg_l1_vsg
805	13	2	the	prefix	nsg_l1_vsg
806	13	3	fireman	nsg	nsg_l1_vsg
807	13	4	who	who	nsg_l1_vsg
808	13	5	I	level1	nsg_l1_vsg
809	13	6	think	level1	nsg_l1_vsg
810	13	7	was	vsg	nsg_l1_vsg
811	13	8	angry	continuation	nsg_l1_vsg
812	13	10	.	End	nsg_l1_vsg
813	13	11	<eos>	End	nsg_l1_vsg
814	14	0	It	prefix	nsg_l1_vsg
815	14	1	was	prefix	nsg_l1_vsg
816	14	2	the	prefix	nsg_l1_vsg
817	14	3	mouse	nsg	nsg_l1_vsg
818	14	4	who	who	nsg_l1_vsg
819	14	5	I	level1	nsg_l1_vsg
820	14	6	think	level1	nsg_l1_vsg
821	14	7	was	vsg	nsg_l1_vsg
822	14	8	sick	continuation	nsg_l1_vsg
823	14	10	.	End	nsg_l1_vsg
824	14	11	<eos>	End	nsg_l1_vsg
825	15	0	It	prefix	nsg_l1_vsg
826	15	1	was	prefix	nsg_l1_vsg
827	15	2	the	prefix	nsg_l1_vsg
828	15	3	author	nsg	nsg_l1_vsg
829	15	4	who	who	nsg_l1_vsg
830	15	5	I	level1	nsg_l1_vsg
831	15	6	think	level1	nsg_l1_vsg
832	15	7	was	vsg	nsg_l1_vsg
833	15	8	upset	continuation	nsg_l1_vsg
834	15	10	.	End	nsg_l1_vsg
835	15	11	<eos>	End	nsg_l1_vsg
836	16	0	It	prefix	nsg_l1_vsg
837	16	1	was	prefix	nsg_l1_vsg
838	16	2	the	prefix	nsg_l1_vsg
839	16	3	nurse	nsg	nsg_l1_vsg
840	16	4	who	who	nsg_l1_vsg
841	16	5	I	level1	nsg_l1_vsg
842	16	6	think	level1	nsg_l1_vsg
843	16	7	was	vsg	nsg_l1_vsg
844	16	8	upset	continuation	nsg_l1_vsg
845	16	10	.	End	nsg_l1_vsg
846	16	11	<eos>	End	nsg_l1_vsg
847	17	0	It	prefix	nsg_l1_vsg
848	17	1	was	prefix	nsg_l1_vsg
849	17	2	the	prefix	nsg_l1_vsg
850	17	3	instructor	nsg	nsg_l1_vsg
851	17	4	who	who	nsg_l1_vsg
852	17	5	I	level1	nsg_l1_vsg
853	17	6	think	level1	nsg_l1_vsg
854	17	7	was	vsg	nsg_l1_vsg
855	17	8	upset	continuation	nsg_l1_vsg
856	17	10	.	End	nsg_l1_vsg
857	17	11	<eos>	End	nsg_l1_vsg
858	18	0	It	prefix	nsg_l1_vsg
859	18	1	was	prefix	nsg_l1_vsg
860	18	2	the	prefix	nsg_l1_vsg
861	18	3	teenager	nsg	nsg_l1_vsg
862	18	4	who	who	nsg_l1_vsg
863	18	5	I	level1	nsg_l1_vsg
864	18	6	think	level1	nsg_l1_vsg
865	18	7	was	vsg	nsg_l1_vsg
866	18	8	upset	continuation	nsg_l1_vsg
867	18	10	.	End	nsg_l1_vsg
868	18	11	<eos>	End	nsg_l1_vsg
869	19	0	It	prefix	nsg_l1_vsg
870	19	1	was	prefix	nsg_l1_vsg
871	19	2	the	prefix	nsg_l1_vsg
872	19	3	grandparent	nsg	nsg_l1_vsg
873	19	4	who	who	nsg_l1_vsg
874	19	5	I	level1	nsg_l1_vsg
875	19	6	think	level1	nsg_l1_vsg
876	19	7	was	vsg	nsg_l1_vsg
877	19	8	upset	continuation	nsg_l1_vsg
878	19	10	.	End	nsg_l1_vsg
879	19	11	<eos>	End	nsg_l1_vsg
880	0	0	It	prefix	npl_l2_vpl
881	0	1	was	prefix	npl_l2_vpl
882	0	2	the	prefix	npl_l2_vpl
883	0	3	boys	npl	npl_l2_vpl
884	0	4	who	who	npl_l2_vpl
885	0	5	I	level2	npl_l2_vpl
886	0	6	think	level2	npl_l2_vpl
887	0	7	you	level2	npl_l2_vpl
888	0	8	said	level2	npl_l2_vpl
889	0	9	were	vpl	npl_l2_vpl
890	0	10	lost	continuation	npl_l2_vpl
891	0	12	.	End	npl_l2_vpl
892	0	13	<eos>	End	npl_l2_vpl
893	1	0	It	prefix	npl_l2_vpl
894	1	1	was	prefix	npl_l2_vpl
895	1	2	the	prefix	npl_l2_vpl
896	1	3	girls	npl	npl_l2_vpl
897	1	4	who	who	npl_l2_vpl
898	1	5	I	level2	npl_l2_vpl
899	1	6	think	level2	npl_l2_vpl
900	1	7	you	level2	npl_l2_vpl
901	1	8	said	level2	npl_l2_vpl
902	1	9	were	vpl	npl_l2_vpl
903	1	10	lost	continuation	npl_l2_vpl
904	1	12	.	End	npl_l2_vpl
905	1	13	<eos>	End	npl_l2_vpl
906	2	0	It	prefix	npl_l2_vpl
907	2	1	was	prefix	npl_l2_vpl
908	2	2	the	prefix	npl_l2_vpl
909	2	3	dogs	npl	npl_l2_vpl
910	2	4	who	who	npl_l2_vpl
911	2	5	I	level2	npl_l2_vpl
912	2	6	think	level2	npl_l2_vpl
913	2	7	you	level2	npl_l2_vpl
914	2	8	said	level2	npl_l2_vpl
915	2	9	were	vpl	npl_l2_vpl
916	2	10	lost	continuation	npl_l2_vpl
917	2	12	.	End	npl_l2_vpl
918	2	13	<eos>	End	npl_l2_vpl
919	3	0	It	prefix	npl_l2_vpl
920	3	1	was	prefix	npl_l2_vpl
921	3	2	the	prefix	npl_l2_vpl
922	3	3	cats	npl	npl_l2_vpl
923	3	4	who	who	npl_l2_vpl
924	3	5	I	level2	npl_l2_vpl
925	3	6	think	level2	npl_l2_vpl
926	3	7	you	level2	npl_l2_vpl
927	3	8	said	level2	npl_l2_vpl
928	3	9	were	vpl	npl_l2_vpl
929	3	10	lost	continuation	npl_l2_vpl
930	3	12	.	End	npl_l2_vpl
931	3	13	<eos>	End	npl_l2_vpl
932	4	0	It	prefix	npl_l2_vpl
933	4	1	was	prefix	npl_l2_vpl
934	4	2	the	prefix	npl_l2_vpl
935	4	3	men	npl	npl_l2_vpl
936	4	4	who	who	npl_l2_vpl
937	4	5	I	level2	npl_l2_vpl
938	4	6	think	level2	npl_l2_vpl
939	4	7	you	level2	npl_l2_vpl
940	4	8	said	level2	npl_l2_vpl
941	4	9	were	vpl	npl_l2_vpl
942	4	10	lost	continuation	npl_l2_vpl
943	4	12	.	End	npl_l2_vpl
944	4	13	<eos>	End	npl_l2_vpl
945	5	0	It	prefix	npl_l2_vpl
946	5	1	was	prefix	npl_l2_vpl
947	5	2	the	prefix	npl_l2_vpl
948	5	3	women	npl	npl_l2_vpl
949	5	4	who	who	npl_l2_vpl
950	5	5	I	level2	npl_l2_vpl
951	5	6	think	level2	npl_l2_vpl
952	5	7	you	level2	npl_l2_vpl
953	5	8	said	level2	npl_l2_vpl
954	5	9	were	vpl	npl_l2_vpl
955	5	10	lost	continuation	npl_l2_vpl
956	5	12	.	End	npl_l2_vpl
957	5	13	<eos>	End	npl_l2_vpl
958	6	0	It	prefix	npl_l2_vpl
959	6	1	was	prefix	npl_l2_vpl
960	6	2	the	prefix	npl_l2_vpl
961	6	3	neighbors	npl	npl_l2_vpl
962	6	4	who	who	npl_l2_vpl
963	6	5	I	level2	npl_l2_vpl
964	6	6	think	level2	npl_l2_vpl
965	6	7	you	level2	npl_l2_vpl
966	6	8	said	level2	npl_l2_vpl
967	6	9	were	vpl	npl_l2_vpl
968	6	10	angry	continuation	npl_l2_vpl
969	6	12	.	End	npl_l2_vpl
970	6	13	<eos>	End	npl_l2_vpl
971	7	0	It	prefix	npl_l2_vpl
972	7	1	was	prefix	npl_l2_vpl
973	7	2	the	prefix	npl_l2_vpl
974	7	3	teachers	npl	npl_l2_vpl
975	7	4	who	who	npl_l2_vpl
976	7	5	I	level2	npl_l2_vpl
977	7	6	think	level2	npl_l2_vpl
978	7	7	you	level2	npl_l2_vpl
979	7	8	said	level2	npl_l2_vpl
980	7	9	were	vpl	npl_l2_vpl
981	7	10	sick	continuation	npl_l2_vpl
982	7	12	.	End	npl_l2_vpl
983	7	13	<eos>	End	npl_l2_vpl
984	8	0	It	prefix	npl_l2_vpl
985	8	1	was	prefix	npl_l2_vpl
986	8	2	the	prefix	npl_l2_vpl
987	8	3	lawyers	npl	npl_l2_vpl
988	8	4	who	who	npl_l2_vpl
989	8	5	I	level2	npl_l2_vpl
990	8	6	think	level2	npl_l2_vpl
991	8	7	you	level2	npl_l2_vpl
992	8	8	said	level2	npl_l2_vpl
993	8	9	were	vpl	npl_l2_vpl
994	8	10	upset	continuation	npl_l2_vpl
995	8	12	.	End	npl_l2_vpl
996	8	13	<eos>	End	npl_l2_vpl
997	9	0	It	prefix	npl_l2_vpl
998	9	1	was	prefix	npl_l2_vpl
999	9	2	the	prefix	npl_l2_vpl
1000	9	3	reporters	npl	npl_l2_vpl
1001	9	4	who	who	npl_l2_vpl
1002	9	5	I	level2	npl_l2_vpl
1003	9	6	think	level2	npl_l2_vpl
1004	9	7	you	level2	npl_l2_vpl
1005	9	8	said	level2	npl_l2_vpl
1006	9	9	were	vpl	npl_l2_vpl
1007	9	10	upset	continuation	npl_l2_vpl
1008	9	12	.	End	npl_l2_vpl
1009	9	13	<eos>	End	npl_l2_vpl
1010	10	0	It	prefix	npl_l2_vpl
1011	10	1	was	prefix	npl_l2_vpl
1012	10	2	the	prefix	npl_l2_vpl
1013	10	3	coaches	npl	npl_l2_vpl
1014	10	4	who	who	npl_l2_vpl
1015	10	5	I	level2	npl_l2_vpl
1016	10	6	think	level2	npl_l2_vpl
1017	10	7	you	level2	npl_l2_vpl
1018	10	8	said	level2	npl_l2_vpl
1019	10	9	were	vpl	npl_l2_vpl
1020	10	10	upset	continuation	npl_l2_vpl
1021	10	12	.	End	npl_l2_vpl
1022	10	13	<eos>	End	npl_l2_vpl
1023	11	0	It	prefix	npl_l2_vpl
1024	11	1	was	prefix	npl_l2_vpl
1025	11	2	the	prefix	npl_l2_vpl
1026	11	3	customers	npl	npl_l2_vpl
1027	11	4	who	who	npl_l2_vpl
1028	11	5	I	level2	npl_l2_vpl
1029	11	6	think	level2	npl_l2_vpl
1030	11	7	you	level2	npl_l2_vpl
1031	11	8	said	level2	npl_l2_vpl
1032	11	9	were	vpl	npl_l2_vpl
1033	11	10	upset	continuation	npl_l2_vpl
1034	11	12	.	End	npl_l2_vpl
1035	11	13	<eos>	End	npl_l2_vpl
1036	12	0	It	prefix	npl_l2_vpl
1037	12	1	was	prefix	npl_l2_vpl
1038	12	2	the	prefix	npl_l2_vpl
1039	12	3	officers	npl	npl_l2_vpl
1040	12	4	who	who	npl_l2_vpl
1041	12	5	I	level2	npl_l2_vpl
1042	12	6	think	level2	npl_l2_vpl
1043	12	7	you	level2	npl_l2_vpl
1044	12	8	said	level2	npl_l2_vpl
1045	12	9	were	vpl	npl_l2_vpl
1046	12	10	angry	continuation	npl_l2_vpl
1047	12	12	.	End	npl_l2_vpl
1048	12	13	<eos>	End	npl_l2_vpl
1049	13	0	It	prefix	npl_l2_vpl
1050	13	1	was	prefix	npl_l2_vpl
1051	13	2	the	prefix	npl_l2_vpl
1052	13	3	firemen	npl	npl_l2_vpl
1053	13	4	who	who	npl_l2_vpl
1054	13	5	I	level2	npl_l2_vpl
1055	13	6	think	level2	npl_l2_vpl
1056	13	7	you	level2	npl_l2_vpl
1057	13	8	said	level2	npl_l2_vpl
1058	13	9	were	vpl	npl_l2_vpl
1059	13	10	angry	continuation	npl_l2_vpl
1060	13	12	.	End	npl_l2_vpl
1061	13	13	<eos>	End	npl_l2_vpl
1062	14	0	It	prefix	npl_l2_vpl
1063	14	1	was	prefix	npl_l2_vpl
1064	14	2	the	prefix	npl_l2_vpl
1065	14	3	mice	npl	npl_l2_vpl
1066	14	4	who	who	npl_l2_vpl
1067	14	5	I	level2	npl_l2_vpl
1068	14	6	think	level2	npl_l2_vpl
1069	14	7	you	level2	npl_l2_vpl
1070	14	8	said	level2	npl_l2_vpl
1071	14	9	were	vpl	npl_l2_vpl
1072	14	10	sick	continuation	npl_l2_vpl
1073	14	12	.	End	npl_l2_vpl
1074	14	13	<eos>	End	npl_l2_vpl
1075	15	0	It	prefix	npl_l2_vpl
1076	15	1	was	prefix	npl_l2_vpl
1077	15	2	the	prefix	npl_l2_vpl
1078	15	3	authors	npl	npl_l2_vpl
1079	15	4	who	who	npl_l2_vpl
1080	15	5	I	level2	npl_l2_vpl
1081	15	6	think	level2	npl_l2_vpl
1082	15	7	you	level2	npl_l2_vpl
1083	15	8	said	level2	npl_l2_vpl
1084	15	9	were	vpl	npl_l2_vpl
1085	15	10	upset	continuation	npl_l2_vpl
1086	15	12	.	End	npl_l2_vpl
1087	15	13	<eos>	End	npl_l2_vpl
1088	16	0	It	prefix	npl_l2_vpl
1089	16	1	was	prefix	npl_l2_vpl
1090	16	2	the	prefix	npl_l2_vpl
1091	16	3	nurses	npl	npl_l2_vpl
1092	16	4	who	who	npl_l2_vpl
1093	16	5	I	level2	npl_l2_vpl
1094	16	6	think	level2	npl_l2_vpl
1095	16	7	you	level2	npl_l2_vpl
1096	16	8	said	level2	npl_l2_vpl
1097	16	9	were	vpl	npl_l2_vpl
1098	16	10	upset	continuation	npl_l2_vpl
1099	16	12	.	End	npl_l2_vpl
1100	16	13	<eos>	End	npl_l2_vpl
1101	17	0	It	prefix	npl_l2_vpl
1102	17	1	was	prefix	npl_l2_vpl
1103	17	2	the	prefix	npl_l2_vpl
1104	17	3	instructors	npl	npl_l2_vpl
1105	17	4	who	who	npl_l2_vpl
1106	17	5	I	level2	npl_l2_vpl
1107	17	6	think	level2	npl_l2_vpl
1108	17	7	you	level2	npl_l2_vpl
1109	17	8	said	level2	npl_l2_vpl
1110	17	9	were	vpl	npl_l2_vpl
1111	17	10	upset	continuation	npl_l2_vpl
1112	17	12	.	End	npl_l2_vpl
1113	17	13	<eos>	End	npl_l2_vpl
1114	18	0	It	prefix	npl_l2_vpl
1115	18	1	was	prefix	npl_l2_vpl
1116	18	2	the	prefix	npl_l2_vpl
1117	18	3	teenagers	npl	npl_l2_vpl
1118	18	4	who	who	npl_l2_vpl
1119	18	5	I	level2	npl_l2_vpl
1120	18	6	think	level2	npl_l2_vpl
1121	18	7	you	level2	npl_l2_vpl
1122	18	8	said	level2	npl_l2_vpl
1123	18	9	were	vpl	npl_l2_vpl
1124	18	10	upset	continuation	npl_l2_vpl
1125	18	12	.	End	npl_l2_vpl
1126	18	13	<eos>	End	npl_l2_vpl
1127	19	0	It	prefix	npl_l2_vpl
1128	19	1	was	prefix	npl_l2_vpl
1129	19	2	the	prefix	npl_l2_vpl
1130	19	3	grandparents	npl	npl_l2_vpl
1131	19	4	who	who	npl_l2_vpl
1132	19	5	I	level2	npl_l2_vpl
1133	19	6	think	level2	npl_l2_vpl
1134	19	7	you	level2	npl_l2_vpl
1135	19	8	said	level2	npl_l2_vpl
1136	19	9	were	vpl	npl_l2_vpl
1137	19	10	upset	continuation	npl_l2_vpl
1138	19	12	.	End	npl_l2_vpl
1139	19	13	<eos>	End	npl_l2_vpl
1140	0	0	It	prefix	npl_l2_vsg
1141	0	1	was	prefix	npl_l2_vsg
1142	0	2	the	prefix	npl_l2_vsg
1143	0	3	boys	npl	npl_l2_vsg
1144	0	4	who	who	npl_l2_vsg
1145	0	5	I	level2	npl_l2_vsg
1146	0	6	think	level2	npl_l2_vsg
1147	0	7	you	level2	npl_l2_vsg
1148	0	8	said	level2	npl_l2_vsg
1149	0	9	was	vsg	npl_l2_vsg
1150	0	10	lost	continuation	npl_l2_vsg
1151	0	12	.	End	npl_l2_vsg
1152	0	13	<eos>	End	npl_l2_vsg
1153	1	0	It	prefix	npl_l2_vsg
1154	1	1	was	prefix	npl_l2_vsg
1155	1	2	the	prefix	npl_l2_vsg
1156	1	3	girls	npl	npl_l2_vsg
1157	1	4	who	who	npl_l2_vsg
1158	1	5	I	level2	npl_l2_vsg
1159	1	6	think	level2	npl_l2_vsg
1160	1	7	you	level2	npl_l2_vsg
1161	1	8	said	level2	npl_l2_vsg
1162	1	9	was	vsg	npl_l2_vsg
1163	1	10	lost	continuation	npl_l2_vsg
1164	1	12	.	End	npl_l2_vsg
1165	1	13	<eos>	End	npl_l2_vsg
1166	2	0	It	prefix	npl_l2_vsg
1167	2	1	was	prefix	npl_l2_vsg
1168	2	2	the	prefix	npl_l2_vsg
1169	2	3	dogs	npl	npl_l2_vsg
1170	2	4	who	who	npl_l2_vsg
1171	2	5	I	level2	npl_l2_vsg
1172	2	6	think	level2	npl_l2_vsg
1173	2	7	you	level2	npl_l2_vsg
1174	2	8	said	level2	npl_l2_vsg
1175	2	9	was	vsg	npl_l2_vsg
1176	2	10	lost	continuation	npl_l2_vsg
1177	2	12	.	End	npl_l2_vsg
1178	2	13	<eos>	End	npl_l2_vsg
1179	3	0	It	prefix	npl_l2_vsg
1180	3	1	was	prefix	npl_l2_vsg
1181	3	2	the	prefix	npl_l2_vsg
1182	3	3	cats	npl	npl_l2_vsg
1183	3	4	who	who	npl_l2_vsg
1184	3	5	I	level2	npl_l2_vsg
1185	3	6	think	level2	npl_l2_vsg
1186	3	7	you	level2	npl_l2_vsg
1187	3	8	said	level2	npl_l2_vsg
1188	3	9	was	vsg	npl_l2_vsg
1189	3	10	lost	continuation	npl_l2_vsg
1190	3	12	.	End	npl_l2_vsg
1191	3	13	<eos>	End	npl_l2_vsg
1192	4	0	It	prefix	npl_l2_vsg
1193	4	1	was	prefix	npl_l2_vsg
1194	4	2	the	prefix	npl_l2_vsg
1195	4	3	men	npl	npl_l2_vsg
1196	4	4	who	who	npl_l2_vsg
1197	4	5	I	level2	npl_l2_vsg
1198	4	6	think	level2	npl_l2_vsg
1199	4	7	you	level2	npl_l2_vsg
1200	4	8	said	level2	npl_l2_vsg
1201	4	9	was	vsg	npl_l2_vsg
1202	4	10	lost	continuation	npl_l2_vsg
1203	4	12	.	End	npl_l2_vsg
1204	4	13	<eos>	End	npl_l2_vsg
1205	5	0	It	prefix	npl_l2_vsg
1206	5	1	was	prefix	npl_l2_vsg
1207	5	2	the	prefix	npl_l2_vsg
1208	5	3	women	npl	npl_l2_vsg
1209	5	4	who	who	npl_l2_vsg
1210	5	5	I	level2	npl_l2_vsg
1211	5	6	think	level2	npl_l2_vsg
1212	5	7	you	level2	npl_l2_vsg
1213	5	8	said	level2	npl_l2_vsg
1214	5	9	was	vsg	npl_l2_vsg
1215	5	10	lost	continuation	npl_l2_vsg
1216	5	12	.	End	npl_l2_vsg
1217	5	13	<eos>	End	npl_l2_vsg
1218	6	0	It	prefix	npl_l2_vsg
1219	6	1	was	prefix	npl_l2_vsg
1220	6	2	the	prefix	npl_l2_vsg
1221	6	3	neighbors	npl	npl_l2_vsg
1222	6	4	who	who	npl_l2_vsg
1223	6	5	I	level2	npl_l2_vsg
1224	6	6	think	level2	npl_l2_vsg
1225	6	7	you	level2	npl_l2_vsg
1226	6	8	said	level2	npl_l2_vsg
1227	6	9	was	vsg	npl_l2_vsg
1228	6	10	angry	continuation	npl_l2_vsg
1229	6	12	.	End	npl_l2_vsg
1230	6	13	<eos>	End	npl_l2_vsg
1231	7	0	It	prefix	npl_l2_vsg
1232	7	1	was	prefix	npl_l2_vsg
1233	7	2	the	prefix	npl_l2_vsg
1234	7	3	teachers	npl	npl_l2_vsg
1235	7	4	who	who	npl_l2_vsg
1236	7	5	I	level2	npl_l2_vsg
1237	7	6	think	level2	npl_l2_vsg
1238	7	7	you	level2	npl_l2_vsg
1239	7	8	said	level2	npl_l2_vsg
1240	7	9	was	vsg	npl_l2_vsg
1241	7	10	sick	continuation	npl_l2_vsg
1242	7	12	.	End	npl_l2_vsg
1243	7	13	<eos>	End	npl_l2_vsg
1244	8	0	It	prefix	npl_l2_vsg
1245	8	1	was	prefix	npl_l2_vsg
1246	8	2	the	prefix	npl_l2_vsg
1247	8	3	lawyers	npl	npl_l2_vsg
1248	8	4	who	who	npl_l2_vsg
1249	8	5	I	level2	npl_l2_vsg
1250	8	6	think	level2	npl_l2_vsg
1251	8	7	you	level2	npl_l2_vsg
1252	8	8	said	level2	npl_l2_vsg
1253	8	9	was	vsg	npl_l2_vsg
1254	8	10	upset	continuation	npl_l2_vsg
1255	8	12	.	End	npl_l2_vsg
